Unnamed: 0,atletas.posicao_id,atletas.apelido,atletas.variacao_num,atletas.preco_num,atletas.rodada_id,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.clube.id.full.name,atletas.status_id,atletas.entrou_em_campo,atletas.slug,atletas.atleta_id,atletas.apelido_abreviado,atletas.clube_id,atletas.foto,atletas.pontos_num,CA,DS,FC,FF,FS,G,I,FD,SG,A,PS,FT,V,CV,DE,DP,GS,PC,PP,GC,posicao_nome,ranking_rodada,percentil_pontuacao,classificacao_desempenho,destaque_rodada
0,6,Mano Menezes,0.09,9.45,23,17,5.04,Luis Antônio Venker de Menezes,GRE,7,True,mano-menezes,37281,M. Menezes,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5.29,,,,,,,,,,,,,4.0,,,,,,,,Técnico,91,73.21,Bom,False
1,6,Léo Condé,0.1,8.22,23,20,5.26,Leonardo Rodrigues Condé,CEA,7,True,leo-conde,37457,L. Condé,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.61,,,,,,,,,,,,,6.0,,,,,,,,Técnico,104,69.35,Regular,False
2,1,Fábio,-1.23,7.66,23,21,3.16,Fábio Deivson Lopes Maciel,FLU,7,True,fabio,37656,Fábio,266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,-1.0,1.0,,,,2.0,,,,5.0,,,,,,49.0,1.0,29.0,,,,Goleiro,328,2.38,Ruim,False
3,3,Thiago Silva,0.0,8.73,23,13,2.76,Thiago Emiliano da Silva,FLU,6,False,thiago-silva,37715,T. Silva,266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,,5.0,6.0,3.0,5.0,,,2.0,4.0,,,1.0,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
4,4,Nenê,-0.67,4.53,23,12,3.16,Anderson Luis de Carvalho - Luiz,JUV,7,True,nene,38913,Nenê,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.7,,2.0,3.0,3.0,16.0,1.0,,2.0,,3.0,,,,,,,,,,,Meia,257,23.36,Regular,False
5,5,Hulk,-0.63,13.8,23,18,5.78,Givanildo Vieira de Souza,CAM,7,True,hulk,39148,Hulk,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3.0,7.0,7.0,22.0,24.0,41.0,4.0,7.0,15.0,,3.0,,1.0,,,,,,,,,Atacante,149,55.65,Regular,False
6,4,Alan Franco,0.86,5.35,23,17,2.12,Alan Steven Franco Palma,CAM,6,True,alan-franco,39656,A. Franco,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7.7,1.0,24.0,20.0,2.0,11.0,,,,,,,,,,,,,,,,Meia,47,86.01,Bom,False
7,6,Dorival Júnior,0.31,10.2,23,17,5.18,Dorival Silvestre Júnior,COR,7,True,dorival-junior,40990,D. Júnior,264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.76,,,,,,,,,,,,,5.0,,,,,,,,Técnico,75,77.98,Bom,False
8,6,Renato Gaúcho,-0.35,9.38,23,20,5.1,Renato Portaluppi,FLU,7,True,renato-gaucho,41929,R. Gaúcho,266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.45,,,,,,,,,,,,,8.0,,,,,,,,Técnico,140,58.63,Regular,False
9,4,Willian,0.0,9.0,23,0,0.0,Willian Borges da Silva,GRE,6,False,willian,42135,Willian,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
10,5,Osvaldo,-0.96,3.9,23,17,2.34,Osvaldo Lourenço Filho,VIT,7,True,osvaldo,42222,Osvaldo,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.5,3.0,8.0,6.0,7.0,14.0,,3.0,6.0,,2.0,,1.0,,,,,,,,,Atacante,262,21.13,Regular,False
11,1,Cássio,-0.97,9.6,23,22,5.53,Cássio Roberto Ramos,CRU,7,True,cassio,42234,Cássio,283,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.9,3.0,,,,1.0,,,,10.0,,,,,,64.0,1.0,16.0,,,,Goleiro,153,54.46,Regular,False
12,2,Fagner,0.0,8.51,23,9,6.1,Fagner Conserva Lemos,CRU,5,False,fagner,42500,Fagner,283,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,1.0,20.0,11.0,1.0,7.0,,1.0,,5.0,,,,,,,,,,,,Lateral,0,0.0,Não Jogou,False
13,1,Walter,0.96,11.68,23,15,7.79,Walter Leandro Capeloza Artune,MIR,7,True,walter,51413,Walter,2305,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,11.5,2.0,,,,3.0,,,,6.0,,,,,,65.0,2.0,11.0,,,,Goleiro,11,96.58,Muito Bom,True
14,4,Everton Ribeiro,-0.1,7.85,23,19,4.33,Everton Augusto de Barros Ribeiro,BAH,7,True,everton-ribeiro,51772,E. Ribeiro,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.5,3.0,26.0,17.0,6.0,31.0,2.0,,4.0,,2.0,,1.0,,1.0,,,,,,,Meia,167,50.15,Regular,False
15,5,Gilberto,0.01,4.16,23,14,2.36,Gilberto Oliveira Souza Júnior,JUV,6,True,gilberto,61188,Gilberto,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,-0.3,4.0,3.0,17.0,4.0,11.0,2.0,4.0,7.0,,1.0,,,,,,,,,,,Atacante,307,6.99,Ruim,False
16,2,Alex Sandro,0.0,10.0,23,13,4.48,Alex Sandro Lobo Silva,FLA,6,False,alex-sandro,61987,A. Sandro,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,1.0,12.0,26.0,3.0,11.0,,1.0,1.0,8.0,,,,,,,,,,,,Lateral,0,0.0,Não Jogou,False
17,4,Ganso,-0.07,5.49,23,14,1.18,Paulo Henrique Chagas de Lima,FLU,6,True,ganso,62977,Ganso,266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.2,2.0,7.0,6.0,2.0,16.0,,,,,,,,,,,,,,,,Meia,275,18.15,Regular,False
18,4,Neymar,-0.58,13.81,23,13,4.78,Neymar da Silva Santos Júnior,SAN,7,True,neymar,63007,Neymar,277,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.2,4.0,3.0,15.0,9.0,49.0,3.0,2.0,9.0,,,,1.0,,1.0,,,,,,,Meia,181,45.98,Regular,False
19,3,Rafael Tolói,2.92,9.92,23,1,9.4,Rafael Toloi,SAO,7,True,rafael-toloi,63008,R. Tolói,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,9.4,,3.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,Zagueiro,30,91.07,Bom,True
20,2,Marcos Rocha,0.0,9.84,23,3,7.2,Marcos Luis Rocha Aquino,GRE,7,False,marcos-rocha,63013,M. Rocha,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,,10.0,2.0,,2.0,,,1.0,1.0,,,,,,,,,,,,Lateral,0,0.0,Não Jogou,False
21,2,Alan Ruschel,0.32,5.29,23,13,2.4,Alan Luciano Ruschel,JUV,7,True,alan-ruschel,63110,A. Ruschel,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.3,2.0,11.0,10.0,,20.0,,3.0,,2.0,,,,,,,,,,,,Lateral,173,47.92,Regular,False
22,4,Edenílson,0.0,4.86,23,15,2.45,Edenílson Andrade dos Santos,GRE,6,False,edenilson,63289,Edenílson,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,4.0,8.0,9.0,2.0,16.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
23,4,Alan Patrick,-1.0,13.11,23,16,6.42,Alan Patrick Lourenço,INT,7,True,alan-patrick,68685,A. Patrick,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,3.3,3.0,14.0,15.0,5.0,20.0,5.0,2.0,6.0,,5.0,,1.0,,,,,,,,,Meia,142,57.74,Regular,False
24,4,Eduardo,0.0,3.43,23,18,1.54,Carlos Eduardo de Oliveira Alves,CRU,3,False,eduardo,68708,Eduardo,283,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,1.0,11.0,9.0,4.0,7.0,1.0,1.0,2.0,,,1.0,,,1.0,,,,,,,Meia,0,0.0,Não Jogou,False
25,1,Neto,-1.26,7.25,23,3,2.03,Norberto Murara Neto,BOT,6,True,neto,68806,Neto,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,-1.0,,,,,,,,,,,,,,,7.0,,3.0,,,,Goleiro,328,2.38,Ruim,False
26,4,Oscar,0.0,11.39,23,6,1.67,Oscar dos Santos Emboaba Júnior,SAO,6,False,oscar,68811,Oscar,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,1.0,5.0,3.0,,4.0,,,2.0,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
27,1,Marcelo Lomba,0.0,7.63,23,1,3.2,Marcelo Lomba do Nascimento,PAL,6,False,marcelo-lomba,68872,M. Lomba,275,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,,,,,,,,,,,,,,,4.0,,2.0,,,,Goleiro,0,0.0,Não Jogou,False
28,4,Philippe Coutinho,0.61,11.35,23,15,5.38,Philippe Coutinho Correia,VAS,7,True,philippe-coutinho,68899,P. Coutinho,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,13.0,,6.0,10.0,12.0,23.0,4.0,1.0,13.0,,1.0,1.0,1.0,,1.0,,,,,,,Meia,6,98.36,Muito Bom,True
29,5,Dudu,-0.16,7.8,23,9,2.09,Eduardo Pereira Rodrigues,CAM,6,True,dudu,68920,Dudu,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.8,,4.0,5.0,1.0,11.0,1.0,,,,,,,,,,,,,,,Atacante,252,24.7,Regular,False
30,1,Rafael,0.17,9.95,23,21,4.6,Rafael Pires Monteiro,SAO,7,True,rafael,68928,Rafael,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7.6,2.0,1.0,,,5.0,,,,7.0,,,,,,62.0,,21.0,,,,Goleiro,50,85.42,Bom,False
31,5,Marinho,0.42,6.69,23,13,3.32,Mário Sérgio Santos Costa,FOR,6,True,marinho,68952,Marinho,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.1,2.0,10.0,22.0,10.0,18.0,1.0,12.0,5.0,,2.0,,,,1.0,,,,,,,Atacante,148,56.25,Regular,False
32,4,Lucas Sasha,0.0,7.96,23,14,5.51,Lucas Pacheco Affini,FOR,6,False,lucas-sasha,68991,L. Sasha,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,1.0,50.0,20.0,1.0,12.0,,,2.0,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
33,5,Willian José,0.88,7.58,23,17,3.64,Willian José da Silva,BAH,7,True,willian-jose,68996,W. José,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.8,2.0,1.0,5.0,6.0,6.0,3.0,,5.0,,4.0,,2.0,,,,,,,,,Atacante,74,78.27,Bom,False
34,3,Manoel,0.0,4.56,23,4,1.83,Manoel Messias Silva Carvalho,FLU,6,False,manoel,69014,Manoel,266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,,,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
35,1,Danilo Fernandes,0.0,4.0,23,0,0.0,Danilo Fernandes Batista,BAH,6,False,danilo-fernandes,69051,D. Fernandes,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
36,5,Pablo,0.0,5.48,23,11,2.35,Pablo Felipe Teixeira,SPT,6,False,pablo,69138,Pablo,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,1.0,6.0,10.0,5.0,14.0,1.0,6.0,2.0,,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
37,4,Allan,-0.72,3.75,23,10,2.23,Allan Marques Loureiro,BOT,6,True,allan,69140,Allan,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,-0.3,3.0,17.0,18.0,,8.0,,,1.0,,,,,,,,,,,,,Meia,307,6.99,Ruim,False
38,3,Danilo,0.89,13.88,23,8,5.97,Danilo Luiz da Silva,FLA,7,True,danilo,69783,Danilo,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,8.0,,6.0,8.0,,4.0,1.0,,1.0,6.0,,,,,,,,,,,,Zagueiro,46,86.61,Bom,False
39,4,Lucas Moura,0.0,7.77,23,2,6.45,Lucas Rodrigues Moura da Silva,SAO,5,False,lucas-moura,70164,L. Moura,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,,3.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
40,3,Bruno Uvini,0.0,4.0,23,0,0.0,Bruno Uvini Bortolança,VIT,6,False,bruno-uvini,70221,B. Uvini,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
41,5,Eduardo Sasha,2.1,9.52,23,21,4.35,Eduardo Colcenti Antunes,RBB,7,True,eduardo-sasha,70360,E. Sasha,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,14.3,3.0,8.0,7.0,12.0,19.0,5.0,1.0,17.0,,1.0,,1.0,,1.0,,,,,,,Atacante,4,99.11,Muito Bom,True
42,1,Gabriel,1.26,6.39,23,10,4.52,Gabriel Vasconcelos Ferreira,SPT,7,True,gabriel,70449,Gabriel,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,9.4,,,,,1.0,,,,2.0,,,,,,39.0,,16.0,,,,Goleiro,30,91.07,Bom,True
43,4,Felipe Anderson,0.19,7.72,23,16,4.53,Felipe Anderson Pereira Gomes,PAL,7,True,felipe-anderson,70592,F. Anderson,275,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6.7,,30.0,11.0,7.0,9.0,1.0,2.0,4.0,,1.0,,1.0,,,,,,,,,Meia,58,82.89,Bom,False
44,3,Marllon,0.0,7.35,23,16,3.96,Marllon Gonçalves Jerônimo Borges,CEA,6,False,marllon,70666,Marllon,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,2.0,12.0,12.0,2.0,7.0,2.0,,,6.0,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
45,6,Jorge Sampaoli,1.2,11.57,23,1,5.84,Jorge Sampaoli,CAM,7,True,jorge-sampaoli,70800,J. Sampaoli,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5.84,,,,,,,,,,,,,,,,,,,,,Técnico,73,78.57,Bom,False
46,2,Diogo Barbosa,0.0,7.58,23,9,4.01,Diogo Barbosa Mendanha,FOR,6,False,diogo-barbosa,70916,D. Barbosa,356,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,1.0,10.0,4.0,1.0,9.0,1.0,,,2.0,,,,,,,,,,,,Lateral,0,0.0,Não Jogou,False
47,4,Bruno Henrique,0.0,5.71,23,16,2.53,Bruno Henrique Corsini,INT,6,False,bruno-henrique,70944,B. Henrique,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,,20.0,28.0,8.0,8.0,1.0,,3.0,,,,,,1.0,,,,,,,Meia,0,0.0,Não Jogou,False
48,4,Thiago Mendes,0.0,4.96,23,3,0.2,Thiago Henrique Mendes Ribeiro,VAS,6,False,thiago-mendes,71123,T. Mendes,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,1.0,1.0,3.0,,2.0,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
49,4,Vina,-0.48,6.61,23,2,2.95,Vinícius Goes Barbosa de Souza,CEA,6,True,vina,71162,Vina,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.5,,2.0,1.0,,4.0,,,1.0,,,,,,,,,,,,,Meia,216,34.52,Regular,False
50,4,Luiz Gustavo,0.0,10.73,23,1,9.6,Luiz Gustavo Dias,SAO,5,False,luiz-gustavo,71536,L. Gustavo,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,,4.0,4.0,1.0,2.0,,,,,,,1.0,,,,,,,,,Meia,0,0.0,Não Jogou,False
51,1,Fernando Miguel,0.0,7.02,23,6,6.18,Fernando Miguel Kaufmann,CEA,6,False,fernando-miguel,71571,F. Miguel,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,,,,,6.0,,,,3.0,,,,,,17.0,,3.0,,,,Goleiro,0,0.0,Não Jogou,False
52,1,Weverton,0.01,7.98,23,20,4.43,Weverton Pereira da Silva,PAL,7,True,weverton,71631,Weverton,275,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.6,2.0,,,,8.0,,,,8.0,,,,,,42.0,1.0,15.0,,,,Goleiro,212,36.76,Regular,False
53,2,Raúl Cáceres,-0.36,2.73,23,9,2.23,Raúl Alejandro Cáceres Bogado,VIT,6,True,raul-caceres,71680,R. Cáceres,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,-1.9,4.0,4.0,10.0,2.0,2.0,,1.0,3.0,2.0,1.0,,,,,,,,,,,Lateral,334,0.89,Ruim,False
54,3,Gustavo Gómez,0.44,9.21,23,17,4.86,Gustavo Raúl Gómez Portillo,PAL,7,True,gustavo-gomez,71684,G. Gómez,275,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.6,5.0,25.0,21.0,5.0,8.0,1.0,7.0,1.0,7.0,1.0,,,,,,,,,,,Zagueiro,135,60.12,Regular,False
55,2,Santiago Arias,0.27,6.72,23,10,3.68,Santiago Arias Naranjo,BAH,7,True,santiago-arias,71701,S. Arias,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.8,2.0,12.0,4.0,2.0,6.0,,,2.0,3.0,,,,,,,,,,,,Lateral,98,70.98,Regular,False
56,4,Cuéllar,-0.55,6.61,23,6,4.1,Gustavo Leonardo Cuellar Gallego,GRE,7,True,cuellar,71709,Cuéllar,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.0,1.0,16.0,8.0,,8.0,,,,,,,,,,,,,,,,Meia,124,63.24,Regular,False
57,1,Tiago Volpi,-0.62,7.42,23,21,4.16,Tiago Luis Volpi,GRE,7,True,tiago-volpi,72018,T. Volpi,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5.5,2.0,,,,5.0,1.0,,,4.0,,,,,,66.0,,26.0,1.0,,,Goleiro,81,75.6,Bom,False
58,1,Thomazella,0.0,2.0,23,0,0.0,Carlos Eduardo Lecciolle Thomazella,MIR,6,False,thomazella,72279,Thomazella,2305,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
59,1,Everson,0.14,9.14,23,20,4.23,Everson Felipe Marques Pires,CAM,7,True,everson,72294,Everson,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,4.2,5.0,,,,4.0,,,,7.0,,,,,,58.0,,23.0,,,,Goleiro,119,64.43,Regular,False
60,3,Luiz Otávio,0.0,4.0,23,0,0.0,Luiz Otávio Anacleto Leandro,CEA,5,False,luiz-otavio,72359,L. Otávio,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
61,6,Fernando Diniz,-0.21,9.55,23,13,5.3,Fernando Diniz Silva,VAS,7,True,fernando-diniz,72391,F. Diniz,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.58,,,,,,,,,,,,,4.0,,,,,,,,Técnico,106,68.75,Regular,False
62,4,Bernard,0.0,3.46,23,14,0.81,Bernard Anício Caldeira Duarte,CAM,6,False,bernard,72460,Bernard,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,1.0,8.0,6.0,1.0,3.0,,1.0,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
63,2,Alex Telles,0.0,10.51,23,17,5.59,Alex Nicolao Telles,BOT,7,False,alex-telles,72493,A. Telles,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,1.0,8.0,16.0,7.0,10.0,2.0,1.0,2.0,10.0,2.0,,,,,,,,,,,Lateral,0,0.0,Não Jogou,False
64,5,Pedro Henrique,1.18,7.98,23,14,3.73,Pedro Henrique Konzen Medina da Silva,CEA,6,True,pedro-henrique,72583,P. Henrique,354,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,9.4,4.0,16.0,19.0,9.0,12.0,2.0,6.0,6.0,,,,1.0,,,,,,1.0,,,Atacante,30,91.07,Bom,True
65,3,Vitor Hugo,1.74,8.32,23,8,4.9,Vitor Hugo Franchescoli de Souza,CAM,6,True,vitor-hugo,72605,V. Hugo,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,9.8,1.0,12.0,2.0,3.0,1.0,,1.0,,4.0,,,,,,,,,,,,Zagueiro,28,91.82,Bom,True
66,3,Wilker Ángel,-0.59,2.98,23,14,1.55,Wílker José Ángel Romero,JUV,7,True,wilker-angel,72801,W. Ángel,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.5,4.0,5.0,22.0,3.0,4.0,1.0,2.0,3.0,2.0,,,,,,,,,1.0,,,Zagueiro,262,21.13,Regular,False
67,3,Mercado,0.0,6.6,23,1,2.9,Gabriel Iván Mercado,INT,6,False,mercado,72951,Mercado,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
68,2,Daniel Borges,0.0,4.38,23,8,3.72,Daniel Fortunato Borges,MIR,6,False,daniel-borges,73318,D. Borges,2305,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,2.0,3.0,6.0,2.0,3.0,2.0,,,2.0,,,,,,,,,,,,Lateral,0,0.0,Não Jogou,False
69,2,Samuel Xavier,0.0,8.3,23,14,4.32,Samuel Xavier Brito,FLU,5,False,samuel-xavier,73384,S. Xavier,266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,3.0,10.0,17.0,3.0,18.0,2.0,,1.0,4.0,1.0,,,,,,,,,,,Lateral,0,0.0,Não Jogou,False
