Unnamed: 0,atletas.foto,atletas.clube.id.full.name,atletas.variacao_num,atletas.rodada_id,atletas.entrou_em_campo,atletas.pontos_num,atletas.slug,atletas.apelido_abreviado,atletas.posicao_id,atletas.nome,atletas.apelido,atletas.atleta_id,atletas.clube_id,atletas.status_id,atletas.preco_num,atletas.media_num,atletas.jogos_num,DE,GS,A,CA,DS,FC,FD,FF,FS,FT,G,I,PS,SG,V,CV,DP,PP,PC,GC,posicao_nome,ranking_rodada,percentil_pontuacao,classificacao_desempenho,destaque_rodada
168,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,-0.66,28,True,0.0,walace,Walace,4,Walace Souza Silva,Walace,88479,283,6,2.76,0.57,9,,,,2.0,6.0,8.0,,,1.0,,,,,,,,,,,,Meia,273,15.73,Regular,False
169,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,lucas-crispim,L. Crispim,4,Lucas de Figueiredo Crispim,Lucas Crispim,88597,356,6,5.5,3.0,4,,,,,1.0,4.0,,1.0,6.0,,1.0,1.0,,,,,,,,,Meia,0,0.0,Não Jogou,False
170,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,-0.24,28,True,2.76,leonardo-jardim,L. Jardim,6,José Leonardo Nunes Alves Sousa Jardim,Leonardo Jardim,88963,283,7,10.5,6.42,28,,,,,,,,,,,,,,,15.0,,,,,,Técnico,149,56.08,Regular,False
171,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,0.0,28,False,0.0,hector-hernandez,H. Hernández,5,Héctor José Hernández Marrero,Héctor Hernández,89048,264,6,4.39,2.18,9,,,,,5.0,4.0,2.0,2.0,3.0,,1.0,2.0,,,,,,,,,Atacante,0,0.0,Não Jogou,False
172,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,joao-pedro,J. Pedro,2,João Pedro Maturano dos Santos,João Pedro,89273,284,5,6.18,3.03,7,,,,,10.0,6.0,3.0,,1.0,,,1.0,,1.0,,,,,1.0,,Lateral,0,0.0,Não Jogou,False
173,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,-0.59,28,True,-0.8,andreas-pereira,A. Pereira,4,Andreas Hugo Hoelgebaum Pereira,Andreas Pereira,89274,275,7,10.22,3.5,6,,,,2.0,2.0,6.0,2.0,3.0,2.0,,2.0,,,,,,,,,,Meia,323,4.15,Ruim,False
174,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,0.28,28,True,5.7,william,William,2,Willian de Asevedo Furtado,William,89275,283,7,15.26,7.65,21,,,4.0,1.0,53.0,29.0,4.0,9.0,14.0,,,2.0,,11.0,,1.0,,,,,Lateral,68,79.67,Bom,False
175,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,0.0,28,False,0.0,matheus-sales,M. Sales,4,Matheus de Sales Cabral,Matheus Sales,89285,2305,6,4.0,0.0,0,,,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
176,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,braithwaite,Braithwaite,5,Martin Christensen Braithwaite,Braithwaite,89368,284,5,11.69,4.36,17,,,1.0,3.0,9.0,23.0,8.0,11.0,23.0,1.0,4.0,2.0,1.0,,,,,,,,Atacante,0,0.0,Não Jogou,False
177,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,0.0,28,False,0.0,igor-rabello,I. Rabello,3,Igor Rabello da Costa,Igor Rabello,89493,266,6,5.49,3.33,7,,,,,6.0,9.0,,,,,,,,4.0,,1.0,,,,,Zagueiro,0,0.0,Não Jogou,False
178,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,1.11,28,True,9.5,thiago-maia,T. Maia,4,Thiago Maia Alencar,Thiago Maia,89637,285,7,6.29,3.07,21,,,1.0,1.0,29.0,12.0,,2.0,6.0,,2.0,,,,,,,,,,Meia,25,92.88,Bom,True
179,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,0.0,28,False,0.0,lucho-acosta,L. Acosta,4,Luciano Federico Acosta,Lucho Acosta,89837,266,2,8.95,5.05,6,,,,2.0,8.0,8.0,2.0,,9.0,,2.0,2.0,,,,,,,,,Meia,0,0.0,Não Jogou,False
180,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.0,28,False,0.0,calleri,Calleri,5,Jonathan Calleri,Calleri,89840,276,5,5.78,-0.77,3,,,,,1.0,2.0,1.0,2.0,2.0,,,,,,,1.0,,1.0,,,Atacante,0,0.0,Não Jogou,False
181,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.55,28,True,3.8,cristaldo,Cristaldo,4,Franco Cristaldo,Cristaldo,89846,284,2,6.5,2.45,19,,,2.0,1.0,12.0,4.0,4.0,5.0,24.0,,,1.0,,,,,,,,,Meia,116,65.58,Regular,False
182,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.21,28,True,0.3,dodi,Dodi,4,Douglas Moreira Fagundes,Dodi,89883,284,3,4.01,1.89,22,,,,6.0,28.0,29.0,,3.0,32.0,,,,,,,1.0,,,1.0,,Meia,260,23.0,Regular,False
183,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,bruno-pacheco,B. Pacheco,2,Bruno de Jesus Pacheco,Bruno Pacheco,90061,356,6,9.27,6.09,7,,,1.0,2.0,10.0,7.0,,1.0,10.0,1.0,1.0,1.0,,2.0,,,,,,,Lateral,0,0.0,Não Jogou,False
184,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.0,28,False,0.0,bruno-henrique,B. Henrique,5,Bruno Henrique Pinto,Bruno Henrique,90285,262,6,5.79,2.45,23,,,,4.0,13.0,33.0,11.0,12.0,26.0,,2.0,10.0,,,,,,,,,Atacante,0,0.0,Não Jogou,False
185,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.0,28,False,0.0,juninho,Juninho,5,Olávio Vieira dos Santos Júnior,Juninho,90307,262,6,4.24,1.56,11,,,,,5.0,7.0,2.0,2.0,4.0,2.0,,2.0,,,,,,,,,Atacante,0,0.0,Não Jogou,False
186,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,1.07,28,True,7.4,david,David,5,David Correa da Fonseca,David,90309,267,6,6.74,3.03,14,,,3.0,1.0,6.0,9.0,2.0,3.0,3.0,,2.0,2.0,,,,,,,,,Atacante,46,86.65,Bom,False
187,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,matheus-pereira,M. Pereira,4,Matheus Pereira da Silva,Matheus Pereira,90370,356,7,5.09,2.57,12,,,3.0,3.0,11.0,14.0,2.0,2.0,5.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
188,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.93,28,True,5.7,rezende,Rezende,4,Júlio César de Rezende Miranda,Rezende,90449,265,6,3.57,1.48,9,,,,,8.0,9.0,,,8.0,,,,,,,,,,,,Meia,68,79.67,Bom,False
189,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,-0.15,28,True,2.7,arthur-melo,A. Melo,4,Arthur Henrique Ramos de Oliveira Melo,Arthur Melo,90532,284,2,8.41,3.07,6,,,,1.0,10.0,9.0,1.0,,18.0,,,1.0,,,,1.0,,,,,Meia,150,55.19,Regular,False
190,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,-0.32,28,True,0.9,caique,Caíque,4,Caique de Jesus Gonçalves,Caíque,90588,286,7,4.12,2.24,17,,,,6.0,27.0,31.0,,1.0,26.0,,,,,,,,,,1.0,,Meia,232,30.86,Regular,False
191,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,0.0,28,False,0.0,chico-da-costa,C. Costa,5,Francisco da Costa Aragão,Chico da Costa,90608,2305,6,7.3,4.14,12,,,,1.0,2.0,8.0,1.0,6.0,9.0,,5.0,5.0,,,,,,,,,Atacante,0,0.0,Não Jogou,False
192,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,-0.23,28,True,2.0,matheuzinho,Matheuzinho,4,Matheus Martins Fogaça de Paulo,Matheuzinho,90703,287,2,9.23,3.71,19,,,,3.0,19.0,11.0,10.0,4.0,41.0,,2.0,2.0,,,,1.0,,,,,Meia,175,47.03,Regular,False
193,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,0.0,28,False,0.0,fabricio-bruno,F. Bruno,3,Fabrício Bruno Soares de Faria,Fabrício Bruno,90768,283,7,8.79,4.6,25,,,,6.0,27.0,16.0,2.0,5.0,16.0,,2.0,,,11.0,,,,,,,Zagueiro,0,0.0,Não Jogou,False
194,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,-0.69,28,True,0.8,carlos-eduardo,C. Eduardo,5,Carlos Eduardo Ferreira de Souza,Carlos Eduardo,90917,2305,7,4.08,2.39,15,,,3.0,1.0,6.0,10.0,4.0,4.0,16.0,,,2.0,,,,,,,,,Atacante,237,29.38,Regular,False
195,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.23,28,True,1.2,ze-marcos,Z. Marcos,3,José Marcos Alves Luis,Zé Marcos,90943,287,7,3.6,2.21,21,,,,5.0,11.0,18.0,,1.0,13.0,,1.0,1.0,,5.0,,,,,,,Zagueiro,213,36.05,Regular,False
196,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,-0.53,28,True,3.7,ronaldo,Ronaldo,1,Ronaldo de Oliveira Strada,Ronaldo,91101,265,7,7.17,5.37,16,47.0,20.0,1.0,,,,,,4.0,,,,,5.0,,,2.0,,1.0,,Goleiro,119,64.69,Regular,False
197,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,1.37,28,True,9.4,fernandinho,Fernandinho,5,Fernando José Marques Maciel,Fernandinho,91130,354,6,6.62,3.48,10,,,1.0,2.0,14.0,9.0,3.0,4.0,14.0,,,3.0,,,,,,,,,Atacante,26,92.58,Bom,True
198,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.0,28,False,0.0,kaio,Kaio,3,Kaio Fernando da Silva Pantaleão,Kaio,91158,263,5,8.62,4.88,9,,,,,10.0,8.0,2.0,5.0,10.0,,,1.0,,4.0,,,,,,,Zagueiro,0,0.0,Não Jogou,False
199,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,eder,Éder,3,Éder Ferreira Graminho,Éder,91203,354,6,2.82,0.8,2,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
200,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.17,28,True,1.5,erick-pulgar,E. Pulgar,4,Erick Antonio Pulgar Farfán,Erick Pulgar,91473,262,2,6.51,2.75,10,,,,2.0,13.0,13.0,2.0,,7.0,,1.0,,,,,,,,,,Meia,197,40.06,Regular,False
201,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,rodrigo-sam,R. Sam,3,Rodrigo Eduardo da Silva,Rodrigo Sam,91509,286,7,3.81,1.78,7,,,,2.0,8.0,13.0,1.0,2.0,6.0,,,4.0,1.0,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
202,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,-0.39,28,True,3.5,arboleda,Arboleda,3,Robert Abel Arboleda Escobar,Arboleda,91573,276,7,9.06,5.5,17,,,,3.0,28.0,12.0,,7.0,7.0,,3.0,2.0,,5.0,,,,,,,Zagueiro,123,63.06,Regular,False
203,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,0.3,28,True,4.1,rony,Rony,5,Ronielson da Silva Barbosa,Rony,91607,282,7,10.03,4.15,24,,,1.0,3.0,20.0,38.0,17.0,14.0,42.0,1.0,3.0,16.0,1.0,,,,,,,,Atacante,108,67.95,Regular,False
204,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,dudu-vieira,D. Vieira,4,Carlos Eduardo de Souza Vieira,Dudu Vieira,91627,286,6,3.0,0.0,0,,,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
205,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,1.24,28,True,8.6,igor-carius,I. Cariús,2,Igor Aquino da Silva,Igor Cariús,91639,292,6,8.82,4.95,18,,,,2.0,32.0,21.0,6.0,4.0,21.0,,1.0,5.0,,5.0,,,,,1.0,1.0,Lateral,32,90.65,Bom,True
206,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,marlon,Marlon,2,Marlon Rodrigues Xavier,Marlon,91706,284,7,7.68,5.07,20,,,2.0,5.0,45.0,17.0,2.0,2.0,22.0,,,,,4.0,,,,,1.0,,Lateral,0,0.0,Não Jogou,False
207,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,-0.23,28,True,2.0,david-duarte,D. Duarte,3,David de Duarte Macedo,David Duarte,91772,265,7,5.13,3.04,19,,,,3.0,8.0,14.0,3.0,7.0,8.0,,,1.0,,8.0,,,,,,,Zagueiro,175,47.03,Regular,False
208,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.0,28,False,0.0,caique-franca,C. França,1,Caíque França Godoy,Caíque França,91808,292,6,6.53,3.52,12,39.0,20.0,,2.0,2.0,,,,1.0,,,,,2.0,,,,,,,Goleiro,0,0.0,Não Jogou,False
209,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.0,28,False,0.0,ze-ivaldo,Z. Ivaldo,3,José Ivaldo Almeida Silva,Zé Ivaldo,91866,277,6,5.92,3.88,14,,,,4.0,20.0,14.0,,11.0,10.0,,1.0,3.0,,3.0,,1.0,,,1.0,,Zagueiro,0,0.0,Não Jogou,False
210,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.34,28,True,3.7,pavon,Pavón,5,Cristian David Pavón,Pavón,91908,284,7,5.28,2.68,17,,,2.0,4.0,15.0,9.0,6.0,10.0,10.0,,,2.0,,,,,,,,,Atacante,119,64.69,Regular,False
211,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,-0.8,28,True,3.42,ramon-diaz,R. Díaz,6,Ramón Ángel Díaz,Ramón Díaz,92075,285,7,8.98,5.04,8,,,,,,,,,,,,,,,2.0,,,,,,Técnico,129,62.02,Regular,False
212,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.43,28,True,2.8,giovanny,Giovanny,5,Giovanny Bariani Marques,Giovanny,92085,286,6,3.63,1.82,11,,,1.0,1.0,3.0,4.0,,6.0,10.0,1.0,,1.0,,,,,,,,,Atacante,147,56.53,Regular,False
213,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,0.0,28,False,0.0,lyanco,Lyanco,3,Lyanco Evangelista Silveira Neves Vojnovic,Lyanco,92087,282,5,8.87,5.08,15,,,,5.0,32.0,25.0,3.0,6.0,19.0,,,2.0,,6.0,,2.0,,,1.0,,Zagueiro,0,0.0,Não Jogou,False
214,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.25,28,True,3.2,arthur-cabral,A. Cabral,5,Arthur Mendonça Cabral,Arthur Cabral,92171,263,7,11.9,5.3,12,,,1.0,,6.0,19.0,8.0,10.0,20.0,1.0,3.0,3.0,1.0,,,,,,,,Atacante,132,60.68,Regular,False
215,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,-0.25,28,True,4.21,jair-ventura,J. Ventura,6,Jair Ventura,Jair Ventura,92180,287,7,9.86,4.73,4,,,,,,,,,,,,,,,2.0,,,,,,Técnico,104,69.44,Regular,False
216,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.0,28,False,0.0,juninho,Juninho,3,José Carlos Ferreira Júnior,Juninho,92182,285,5,5.34,2.84,13,,,,3.0,18.0,9.0,2.0,6.0,7.0,,,,,1.0,,,,,,,Zagueiro,0,0.0,Não Jogou,False
217,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,rodrigo-ely,R. Ely,3,Rodrigo Ely,Rodrigo Ely,92237,284,5,4.75,0.6,2,,,,,1.0,1.0,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
218,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,0.0,28,False,0.0,andre-ramalho,A. Ramalho,3,André Ramalho Silva,André Ramalho,92440,264,6,6.21,3.6,18,,,,4.0,23.0,19.0,1.0,7.0,8.0,,,,,6.0,,,,,1.0,,Zagueiro,0,0.0,Não Jogou,False
219,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.94,28,True,7.7,renato-kayzer,R. Kayzer,5,Renato Kayzer de Souza,Renato Kayzer,92696,287,3,9.83,4.77,21,,,,3.0,8.0,30.0,6.0,11.0,37.0,1.0,8.0,14.0,,,,,,,,,Atacante,41,87.83,Bom,False
220,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.08,28,True,4.38,daniel-paulista,D. Paulista,6,Daniel Pollo Barioni,Daniel Paulista,92702,292,7,8.28,4.91,15,,,,,,,,,,,,,,,2.0,,,,,,Técnico,101,70.33,Regular,False
221,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,-0.56,28,True,-0.8,deyverson,Deyverson,5,Deyverson Brum Silva,Deyverson,92708,356,3,5.32,2.84,18,,,,2.0,6.0,13.0,4.0,13.0,22.0,2.0,2.0,3.0,,,,,,,,,Atacante,323,4.15,Ruim,False
222,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.0,28,False,0.0,bruno-rodrigues,B. Rodrigues,5,Bruno Rafael Rodrigues do Nascimento,Bruno Rodrigues,92811,275,6,5.19,0.6,2,,,,,,,1.0,,,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
223,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.0,28,False,0.0,borre,Borré,5,Rafael Santos Borré Maury,Borré,92854,285,6,9.85,3.52,20,,,1.0,2.0,15.0,29.0,5.0,13.0,12.0,1.0,4.0,5.0,,,,1.0,,,,,Atacante,0,0.0,Não Jogou,False
224,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.0,28,False,0.0,ronaldo,Ronaldo,4,Ronaldo da Silva Souza Guerrero,Ronaldo,92981,285,6,3.7,1.88,13,,,,3.0,21.0,20.0,2.0,2.0,2.0,,,2.0,,,,1.0,,,,,Meia,0,0.0,Não Jogou,False
225,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,-1.09,28,True,0.0,rafael-ramos,R. Ramos,2,Rafael António Figueiredo Ramos,Rafael Ramos,93236,354,6,4.97,3.69,15,,,,2.0,21.0,17.0,1.0,4.0,3.0,,,,,5.0,,,,,,,Lateral,273,15.73,Regular,False
226,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.0,28,False,0.0,joao-basso,J. Basso,3,João Othávio Basso,João Basso,93372,277,6,7.74,4.42,6,,,,2.0,7.0,10.0,,,6.0,,1.0,,,2.0,,,,,,,Zagueiro,0,0.0,Não Jogou,False
227,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,-1.36,28,True,2.7,cantalapiedra,Cantalapiedra,5,Aitor Cantalapiedra Fernández,Cantalapiedra,93411,287,7,7.15,5.28,9,,,2.0,1.0,8.0,4.0,5.0,3.0,7.0,,2.0,2.0,,,,,,,,,Atacante,150,55.19,Regular,False
228,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,-0.08,28,True,-0.3,wanderson,Wanderson,5,Wanderson Maciel Sousa Campos,Wanderson,93478,283,2,4.68,1.93,25,,,2.0,2.0,10.0,26.0,9.0,16.0,14.0,1.0,,6.0,,,,,,,,,Atacante,301,9.5,Ruim,False
229,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,paulo-henrique,P. Henrique,2,Paulo Henrique de Oliveira Alves,Paulo Henrique,93716,267,7,13.36,8.07,19,,,5.0,7.0,63.0,41.0,6.0,4.0,18.0,2.0,1.0,1.0,,4.0,,,,,,,Lateral,0,0.0,Não Jogou,False
230,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.69,28,True,5.4,marlon-freitas,M. Freitas,4,Marlon Rodrigues Freitas,Marlon Freitas,93790,263,3,5.8,2.33,23,,,3.0,5.0,23.0,25.0,4.0,10.0,8.0,,,,,,,,,,,,Meia,75,77.74,Bom,False
231,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,keiller,Keiller,1,Keiller da Silva Nunes,Keiller,93834,354,6,3.0,0.0,0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
232,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,cleiton,Cleiton,1,Cleiton Schwengber,Cleiton,93882,280,7,8.02,4.32,24,84.0,34.0,,5.0,,,,,7.0,,,,,6.0,,,,,,,Goleiro,0,0.0,Não Jogou,False
233,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,-0.76,28,True,0.2,matheusinho,Matheusinho,4,Matheus Leonardo Sales Cardoso,Matheusinho,93886,292,7,7.39,4.82,14,,,3.0,1.0,13.0,8.0,4.0,8.0,18.0,,2.0,1.0,,,,,,,,,Meia,262,21.51,Regular,False
234,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.61,28,True,8.6,breno-lopes,B. Lopes,5,Breno Henrique Vasconcelos Lopes,Breno Lopes,93988,356,7,7.83,4.1,19,,,,2.0,9.0,8.0,6.0,15.0,31.0,1.0,4.0,10.0,,,,,,,,,Atacante,32,90.65,Bom,True
235,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,matheus-fernandes,M. Fernandes,4,Matheus Fernandes Siqueira,Matheus Fernandes,94067,280,6,4.33,1.64,13,,,,2.0,15.0,13.0,1.0,3.0,2.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
236,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,-1.32,28,True,-1.3,maycon,Maycon,4,Maycon de Andrade Barberan,Maycon,94154,264,7,3.56,2.0,19,,,,2.0,15.0,12.0,,4.0,4.0,,2.0,,,,,,,,,,Meia,330,2.08,Ruim,False
