Unnamed: 0,atletas.foto,atletas.clube.id.full.name,atletas.variacao_num,atletas.rodada_id,atletas.entrou_em_campo,atletas.pontos_num,atletas.slug,atletas.apelido_abreviado,atletas.posicao_id,atletas.nome,atletas.apelido,atletas.atleta_id,atletas.clube_id,atletas.status_id,atletas.preco_num,atletas.media_num,atletas.jogos_num,DE,GS,A,CA,DS,FC,FD,FF,FS,FT,G,I,PS,SG,V,CV,DP,PP,PC,GC,posicao_nome,ranking_rodada,percentil_pontuacao,classificacao_desempenho,destaque_rodada
0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,1.02,28,True,8.49,mano-menezes,M. Menezes,6,Luis Antônio Venker de Menezes,Mano Menezes,37281,284,7,10.11,5.21,22,,,,,,,,,,,,,,,7.0,,,,,,Técnico,34,90.21,Bom,True
1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,-0.49,28,True,4.91,leo-conde,L. Condé,6,Leonardo Rodrigues Condé,Léo Condé,37457,354,7,8.54,5.33,25,,,,,,,,,,,,,,,8.0,,,,,,Técnico,85,75.07,Regular,False
2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,0.19,28,True,6.3,fabio,Fábio,1,Fábio Deivson Lopes Maciel,Fábio,37656,266,7,8.87,3.66,26,57.0,31.0,,1.0,,,,,3.0,,,,,9.0,,,1.0,,,,Goleiro,62,81.75,Bom,False
3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,1.21,28,True,13.6,thiago-silva,T. Silva,3,Thiago Emiliano da Silva,Thiago Silva,37715,266,7,10.04,3.88,16,,,,1.0,6.0,8.0,3.0,5.0,6.0,1.0,1.0,,,7.0,,,,,,,Zagueiro,9,97.63,Muito Bom,True
4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,-0.01,28,True,0.5,nene,Nenê,4,Anderson Luis de Carvalho - Luiz,Nenê,38913,286,7,4.29,2.6,15,,,3.0,,2.0,3.0,2.0,3.0,18.0,,1.0,,,,,,,,,,Meia,249,25.07,Regular,False
5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,0.28,28,True,3.1,hulk,Hulk,5,Givanildo Vieira de Souza,Hulk,39148,282,2,13.6,5.37,21,,,3.0,9.0,7.0,25.0,18.0,27.0,52.0,1.0,4.0,7.0,,,,,,,,,Atacante,137,59.5,Regular,False
6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,0.0,28,False,0.0,alan-franco,A. Franco,4,Alan Steven Franco Palma,Alan Franco,39656,282,2,4.44,1.9,20,,,,2.0,27.0,28.0,,2.0,13.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,-0.68,28,True,3.15,dorival-junior,D. Júnior,6,Dorival Silvestre Júnior,Dorival Júnior,40990,264,7,9.99,5.19,22,,,,,,,,,,,,,,,6.0,,,,,,Técnico,136,59.94,Regular,False
8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,willian,Willian,4,Willian Borges da Silva,Willian,42135,284,5,9.58,3.7,2,,,1.0,,1.0,2.0,,,3.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.18,28,True,1.5,osvaldo,Osvaldo,5,Osvaldo Lourenço Filho,Osvaldo,42222,287,2,3.87,1.98,22,,,2.0,3.0,9.0,6.0,6.0,8.0,17.0,1.0,,4.0,,,,,,,,,Atacante,197,40.06,Regular,False
10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,-0.54,28,True,0.0,cassio,Cássio,1,Cássio Roberto Ramos,Cássio,42234,283,6,9.22,5.24,27,78.0,20.0,,4.0,,,,,4.0,,,,,11.0,,,1.0,,,,Goleiro,273,15.73,Regular,False
11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,0.0,28,False,0.0,fagner,Fagner,2,Fagner Conserva Lemos,Fagner,42500,283,6,8.51,6.1,9,,,,1.0,20.0,11.0,,1.0,7.0,,,1.0,,5.0,,,,,,,Lateral,0,0.0,Não Jogou,False
12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,0.0,28,False,0.0,walter,Walter,1,Walter Leandro Capeloza Artune,Walter,51413,2305,7,9.61,6.97,19,77.0,16.0,,2.0,,,,,3.0,,,,,7.0,,,2.0,,,,Goleiro,0,0.0,Não Jogou,False
13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.0,28,False,0.0,everton-ribeiro,E. Ribeiro,4,Everton Augusto de Barros Ribeiro,Everton Ribeiro,51772,265,5,7.57,4.3,23,,,3.0,3.0,31.0,18.0,5.0,7.0,36.0,1.0,2.0,,,,,1.0,,,,,Meia,0,0.0,Não Jogou,False
14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.13,28,True,0.2,gilberto,Gilberto,5,Gilberto Oliveira Souza Júnior,Gilberto,61188,286,6,4.12,2.11,18,,,2.0,4.0,3.0,19.0,9.0,6.0,12.0,,2.0,4.0,,,,,,1.0,,,Atacante,262,21.51,Regular,False
15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,-0.1,28,True,5.1,alex-sandro,A. Sandro,2,Alex Sandro Lobo Silva,Alex Sandro,61987,262,7,10.13,4.32,16,,,,3.0,14.0,33.0,1.0,3.0,15.0,,,1.0,,10.0,,,,,,,Lateral,80,76.41,Bom,False
16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,0.0,28,False,0.0,ganso,Ganso,4,Paulo Henrique Chagas de Lima,Ganso,62977,266,5,5.49,1.18,14,,,,2.0,7.0,6.0,,2.0,16.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.0,28,False,0.0,neymar,Neymar,4,Neymar da Silva Santos Júnior,Neymar,63007,277,5,13.81,4.78,13,,,,4.0,3.0,15.0,9.0,9.0,49.0,1.0,3.0,2.0,,,,1.0,,,,,Meia,0,0.0,Não Jogou,False
18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.0,28,False,0.0,rafael-toloi,R. Tolói,3,Rafael Toloi,Rafael Tolói,63008,276,6,9.37,5.63,3,,,,,8.0,2.0,,,1.0,,,,,1.0,,,,,,,Zagueiro,0,0.0,Não Jogou,False
19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,1.14,28,True,9.2,marcos-rocha,M. Rocha,2,Marcos Luis Rocha Aquino,Marcos Rocha,63013,284,7,10.95,7.25,6,,,,,20.0,4.0,1.0,,7.0,,,,,2.0,,,,,,,Lateral,27,92.14,Bom,True
20,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,-0.43,28,True,-0.6,alan-ruschel,A. Ruschel,2,Alan Luciano Ruschel,Alan Ruschel,63110,286,3,4.86,2.19,14,,,,2.0,13.0,12.0,,,20.0,,,3.0,,2.0,,1.0,,,,,Lateral,319,5.49,Ruim,False
21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.56,28,True,4.0,edenilson,Edenílson,4,Edenílson Andrade dos Santos,Edenílson,63289,284,7,5.47,2.68,20,,,1.0,4.0,9.0,11.0,3.0,4.0,22.0,,3.0,1.0,1.0,,,,,,,,Meia,111,67.21,Regular,False
22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,-0.68,28,True,2.1,alan-patrick,A. Patrick,4,Alan Patrick Lourenço,Alan Patrick,68685,285,7,13.26,6.75,21,,,5.0,3.0,15.0,17.0,7.0,7.0,29.0,2.0,9.0,3.0,,,,,,1.0,,,Meia,172,48.96,Regular,False
23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,0.13,28,True,0.7,eduardo,Eduardo,4,Carlos Eduardo de Oliveira Alves,Eduardo,68708,283,6,3.38,1.38,21,,,,1.0,12.0,17.0,2.0,4.0,11.0,,1.0,1.0,1.0,,,1.0,,,,,Meia,242,27.89,Regular,False
24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.0,28,False,0.0,neto,Neto,1,Norberto Murara Neto,Neto,68806,263,5,7.25,2.03,3,7.0,3.0,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.0,28,False,0.0,oscar,Oscar,4,Oscar dos Santos Emboaba Júnior,Oscar,68811,276,5,11.39,1.67,6,,,,1.0,5.0,3.0,2.0,,4.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.0,28,False,0.0,marcelo-lomba,M. Lomba,1,Marcelo Lomba do Nascimento,Marcelo Lomba,68872,275,6,7.63,3.2,1,4.0,2.0,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.19,28,True,4.2,philippe-coutinho,P. Coutinho,4,Philippe Coutinho Correia,Philippe Coutinho,68899,267,7,10.15,5.02,20,,,3.0,1.0,8.0,13.0,15.0,16.0,29.0,1.0,4.0,1.0,1.0,,,1.0,,,,,Meia,105,68.99,Regular,False
28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,0.47,28,True,3.9,dudu,Dudu,5,Eduardo Pereira Rodrigues,Dudu,68920,282,2,8.27,2.27,10,,,,,4.0,6.0,,2.0,12.0,1.0,1.0,1.0,,,,,,,,,Atacante,113,66.47,Regular,False
29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.27,28,True,4.5,rafael,Rafael,1,Rafael Pires Monteiro,Rafael,68928,276,7,9.87,4.93,25,83.0,27.0,,2.0,1.0,,,,6.0,,,,,8.0,,,,,,,Goleiro,96,71.51,Regular,False
30,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,marinho,Marinho,5,Mário Sérgio Santos Costa,Marinho,68952,356,6,6.22,2.95,15,,,2.0,2.0,10.0,24.0,5.0,11.0,20.0,,1.0,13.0,,,,1.0,,,,,Atacante,0,0.0,Não Jogou,False
31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.37,28,True,6.5,lucas-sasha,L. Sasha,4,Lucas Pacheco Affini,Lucas Sasha,68991,356,7,8.91,5.69,19,,,,2.0,66.0,33.0,3.0,3.0,16.0,,1.0,1.0,,,,,,,1.0,,Meia,58,82.79,Bom,False
32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.0,28,False,0.0,willian-jose,W. José,5,Willian José da Silva,Willian José,68996,265,7,7.7,3.84,21,,,4.0,3.0,1.0,8.0,7.0,7.0,9.0,2.0,5.0,1.0,,,,,,,,,Atacante,0,0.0,Não Jogou,False
33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,0.0,28,False,0.0,manoel,Manoel,3,Manoel Messias Silva Carvalho,Manoel,69014,266,6,5.3,2.46,5,,,,,,1.0,,2.0,2.0,,,,,2.0,,,,,,,Zagueiro,0,0.0,Não Jogou,False
34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.0,28,False,0.0,danilo-fernandes,D. Fernandes,1,Danilo Fernandes Batista,Danilo Fernandes,69051,265,6,4.0,0.0,0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.21,28,True,1.8,pablo,Pablo,5,Pablo Felipe Teixeira,Pablo,69138,292,6,5.58,2.12,13,,,,1.0,6.0,10.0,2.0,6.0,16.0,,1.0,6.0,,,,,,,,,Atacante,189,44.21,Regular,False
36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.22,28,True,1.5,allan,Allan,4,Allan Marques Loureiro,Allan,69140,263,7,3.69,1.71,14,,,,5.0,19.0,20.0,1.0,1.0,9.0,,,,,,,,,,,,Meia,197,40.06,Regular,False
37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.0,28,False,0.0,danilo,Danilo,3,Danilo Luiz da Silva,Danilo,69783,262,6,10.91,3.94,11,,,,1.0,6.0,12.0,1.0,1.0,4.0,,1.0,,,6.0,,1.0,,,,,Zagueiro,0,0.0,Não Jogou,False
38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,-0.3,28,True,1.0,lucas-moura,L. Moura,4,Lucas Rodrigues Moura da Silva,Lucas Moura,70164,276,6,6.24,3.84,5,,,,,5.0,3.0,,2.0,6.0,,1.0,,,,,,,,,,Meia,226,32.49,Regular,False
39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.0,28,False,0.0,bruno-uvini,B. Uvini,3,Bruno Uvini Bortolança,Bruno Uvini,70221,287,6,4.0,0.0,0,,,,,,,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
40,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,-0.6,28,True,0.0,eduardo-sasha,E. Sasha,5,Eduardo Colcenti Antunes,Eduardo Sasha,70360,280,2,7.71,4.12,24,,,2.0,5.0,8.0,7.0,20.0,12.0,21.0,1.0,5.0,1.0,,,,1.0,,,,,Atacante,273,15.73,Regular,False
41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.46,28,True,8.1,gabriel,Gabriel,1,Gabriel Vasconcelos Ferreira,Gabriel,70449,292,7,7.0,5.02,15,63.0,21.0,,1.0,,,,,1.0,,,,,3.0,,,,,,,Goleiro,36,89.61,Bom,False
42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,1.54,28,True,11.5,felipe-anderson,F. Anderson,4,Felipe Anderson Pereira Gomes,Felipe Anderson,70592,275,7,8.88,5.07,21,,,2.0,,41.0,11.0,6.0,7.0,13.0,1.0,2.0,2.0,,,,,,,,,Meia,14,95.99,Muito Bom,True
43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.1,28,True,1.5,marllon,Marllon,3,Marllon Gonçalves Jerônimo Borges,Marllon,70666,354,7,6.92,3.63,18,,,,2.0,13.0,12.0,,2.0,8.0,,2.0,,,6.0,,,,,,,Zagueiro,197,40.06,Regular,False
44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,-0.18,28,True,4.26,jorge-sampaoli,J. Sampaoli,6,Jorge Sampaoli,Jorge Sampaoli,70800,282,7,10.21,4.71,5,,,,,,,,,,,,,,,1.0,,,,,,Técnico,103,69.73,Regular,False
45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,diogo-barbosa,D. Barbosa,2,Diogo Barbosa Mendanha,Diogo Barbosa,70916,356,7,8.22,4.55,11,,,,1.0,15.0,6.0,,3.0,10.0,,1.0,,,3.0,,,,,,,Lateral,0,0.0,Não Jogou,False
46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.44,28,True,4.0,bruno-henrique,B. Henrique,4,Bruno Henrique Corsini,Bruno Henrique,70944,285,7,6.24,2.57,21,,,,1.0,28.0,34.0,3.0,9.0,13.0,,1.0,,1.0,,,1.0,,,,,Meia,111,67.21,Regular,False
47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,thiago-mendes,T. Mendes,4,Thiago Henrique Mendes Ribeiro,Thiago Mendes,71123,267,5,4.96,0.2,3,,,,1.0,1.0,3.0,,,2.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.36,28,True,2.5,vina,Vina,4,Vinícius Goes Barbosa de Souza,Vina,71162,354,6,4.97,1.47,7,,,,1.0,2.0,4.0,2.0,2.0,5.0,1.0,,,,,,,,,,,Meia,157,53.41,Regular,False
49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,-1.06,28,True,-0.6,luiz-gustavo,L. Gustavo,4,Luiz Gustavo Dias,Luiz Gustavo,71536,276,6,8.94,3.17,3,,,,,4.0,6.0,,1.0,3.0,1.0,,,,,,,,,,,Meia,319,5.49,Ruim,False
50,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,fernando-miguel,F. Miguel,1,Fernando Miguel Kaufmann,Fernando Miguel,71571,354,6,7.02,6.18,6,17.0,3.0,,,,,,,6.0,,,,,3.0,,,,,,,Goleiro,0,0.0,Não Jogou,False
51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,-0.09,28,True,0.8,weverton,Weverton,1,Weverton Pereira da Silva,Weverton,71631,275,7,7.96,4.36,25,57.0,20.0,,2.0,,,,,10.0,,,,,9.0,,,1.0,,,,Goleiro,237,29.38,Regular,False
52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.43,28,True,8.9,raul-caceres,R. Cáceres,2,Raúl Alejandro Cáceres Bogado,Raúl Cáceres,71680,287,7,4.69,3.01,14,,,1.0,5.0,6.0,19.0,5.0,2.0,3.0,,2.0,2.0,,3.0,,,,,1.0,,Lateral,30,91.25,Bom,True
53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.0,28,False,0.0,gustavo-gomez,G. Gómez,3,Gustavo Raúl Gómez Portillo,Gustavo Gómez,71684,275,7,8.83,4.73,20,,,1.0,6.0,30.0,24.0,1.0,5.0,11.0,,1.0,8.0,,8.0,,,,,,,Zagueiro,0,0.0,Não Jogou,False
54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.26,28,True,3.5,santiago-arias,S. Arias,2,Santiago Arias Naranjo,Santiago Arias,71701,265,2,6.32,3.14,13,,,,3.0,15.0,8.0,2.0,3.0,12.0,,,1.0,,3.0,,,,,2.0,,Lateral,123,63.06,Regular,False
55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,-0.31,28,True,0.0,cuellar,Cuéllar,4,Gustavo Leonardo Cuellar Gallego,Cuéllar,71709,284,7,5.74,3.18,8,,,,1.0,17.0,12.0,,,9.0,,,,,,,,,,,,Meia,273,15.73,Regular,False
56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,tiago-volpi,T. Volpi,1,Tiago Luis Volpi,Tiago Volpi,72018,284,6,7.33,4.16,22,70.0,28.0,,2.0,,,,,7.0,,1.0,,,4.0,,,,,1.0,,Goleiro,0,0.0,Não Jogou,False
57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,0.0,28,False,0.0,thomazella,Thomazella,1,Carlos Eduardo Lecciolle Thomazella,Thomazella,72279,2305,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,-0.62,28,True,0.8,everson,Everson,1,Everson Felipe Marques Pires,Everson,72294,282,7,8.82,4.3,24,72.0,28.0,,6.0,,,,,7.0,,,,,8.0,,,,,,,Goleiro,237,29.38,Regular,False
59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,luiz-otavio,L. Otávio,3,Luiz Otávio Anacleto Leandro,Luiz Otávio,72359,354,5,4.0,0.0,0,,,,,,,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
60,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.35,28,True,7.57,fernando-diniz,F. Diniz,6,Fernando Diniz Silva,Fernando Diniz,72391,267,7,10.27,5.59,18,,,,,,,,,,,,,,,7.0,,,,,,Técnico,44,87.24,Bom,False
61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,-0.39,28,True,2.2,bernard,Bernard,4,Bernard Anício Caldeira Duarte,Bernard,72460,282,7,3.77,1.09,18,,,,1.0,12.0,11.0,1.0,3.0,5.0,,,1.0,,,,,,,,,Meia,168,50.0,Regular,False
62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.0,28,False,0.0,alex-telles,A. Telles,2,Alex Nicolao Telles,Alex Telles,72493,263,6,10.51,5.59,17,,,2.0,1.0,8.0,16.0,2.0,7.0,10.0,,2.0,1.0,,10.0,,,,,,,Lateral,0,0.0,Não Jogou,False
63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,-1.21,28,True,5.9,pedro-henrique,P. Henrique,5,Pedro Henrique Konzen Medina da Silva,Pedro Henrique,72583,354,7,8.36,4.88,19,,,2.0,4.0,21.0,22.0,7.0,10.0,18.0,2.0,4.0,7.0,,,,,,,1.0,,Atacante,66,80.71,Bom,False
64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,0.0,28,False,0.0,vitor-hugo,V. Hugo,3,Vitor Hugo Franchescoli de Souza,Vitor Hugo,72605,282,7,7.99,5.45,11,,,,2.0,18.0,3.0,,3.0,1.0,,1.0,1.0,,5.0,,,,,,,Zagueiro,0,0.0,Não Jogou,False
65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,wilker-angel,W. Ángel,3,Wílker José Ángel Romero,Wilker Ángel,72801,286,5,2.98,1.55,14,,,,4.0,5.0,22.0,3.0,3.0,4.0,,1.0,2.0,,2.0,,,,,1.0,,Zagueiro,0,0.0,Não Jogou,False
66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,-0.89,28,True,1.7,mercado,Mercado,3,Gabriel Iván Mercado,Mercado,72951,285,7,6.03,3.2,5,,,,1.0,7.0,5.0,1.0,1.0,2.0,,,,,1.0,,,,,,,Zagueiro,190,43.32,Regular,False
67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,1.17,28,True,7.8,daniel-borges,D. Borges,2,Daniel Fortunato Borges,Daniel Borges,73318,2305,7,5.62,3.96,11,,,1.0,2.0,4.0,10.0,1.0,3.0,6.0,,2.0,,,3.0,,,,,,,Lateral,38,88.72,Bom,False
68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,-0.76,28,True,6.6,samuel-xavier,S. Xavier,2,Samuel Xavier Brito,Samuel Xavier,73384,266,7,9.51,4.95,18,,,1.0,3.0,13.0,21.0,1.0,4.0,21.0,,3.0,,,7.0,,,,,,,Lateral,57,83.38,Bom,False
